Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_PW,Tot_SC_PW,Tot_ST_PW,Tot_BC_PW,Tot_OC_PW,Tot_LW,Tot_SC_LW,Tot_ST_LW,Tot_BC_LW,Tot_OC_LW
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501055,IN Nagar III,9,3,2,4,0,4,1,0,2,1
2025,10,NALGONDA,ANUMULA,Nellikal,2314065,Jalthanda-1,1,0,1,0,0,0,0,0,0,0
2025,10,JANGAON,JANGAON,Bachannapeta,2101182,Kesireddipally - II,3,0,0,1,2,2,0,0,1,1
2025,10,JANGAON,JANGAON,Lingampally,2101196,Nakkavanigudem,6,2,0,4,0,1,1,0,0,0
2025,10,NALGONDA,NAKREKAL,Kattangur,2311007,Garlabaigudem,7,7,0,0,0,1,1,0,0,0
2025,10,NALGONDA,NAKREKAL,Kattangur,2311021,Ramachandrapuram,4,0,0,4,0,0,0,0,0,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401097,Padara-II,3,0,0,2,1,6,1,0,4,1
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401348,CHINTLAKUNTA CHENCHU COLONY,2,0,2,0,0,2,0,2,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501120,Saraswathi Nagar,14,3,0,6,5,8,2,0,4,2
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501155,Uppal hills (ward no-10),14,1,1,12,0,10,2,1,7,0
2025,10,NALGONDA,NAKREKAL,Cherkupally,2311058,Rayapuram,1,0,0,1,0,7,4,0,3,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405192,CHINNAREDDI PALLY,3,0,0,3,0,1,0,0,1,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405292,Marlabeedu,3,2,0,1,0,0,0,0,0,0
2025,10,NALGONDA,ANUMULA,Nidamanoor,2314216,Mupparam-I,4,0,0,3,1,5,2,0,3,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),jammichedu,1406092,Basrachervu,6,0,0,6,0,3,0,0,2,1
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301112,Mallapuram-1,17,1,0,16,0,9,0,0,9,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405341,Ryalampadu,5,2,0,2,1,2,0,0,2,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401362,Maradugu-2,4,4,0,0,0,0,0,0,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405208,THURUPUTHANDA,2,0,2,0,0,0,0,0,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405276,Mallapuram ,7,0,0,6,1,2,0,0,2,0
2025,10,KHAMMAM,KALLUR,Annarugudem,2204114,Balapeta-1,4,0,0,1,3,0,0,0,0,0
2025,10,KHAMMAM,KALLUR,Annarugudem,2204349,Annarugudem SC,2,2,0,0,0,1,1,0,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Nandhinne,1405339,Vagu Thanda,6,0,6,0,0,1,0,1,0,0
2025,10,KHAMMAM,KALLUR,Chinnakorukondi,2204063,Marlapadu-1,2,0,0,1,1,2,0,0,1,1
2025,10,MAHABUBNAGAR,DEVERAKADRA,Addakula,1407194,ADDAKAL -IV,4,0,0,4,0,1,0,0,1,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405190,DHAROOR-4,9,0,0,9,0,9,0,0,9,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301114,Golla guda,5,1,0,4,0,5,1,0,4,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301128,Prashanth nagar-2,12,1,1,8,2,5,1,0,4,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Yadagirigu,2301131,Masaipeta-1,6,0,0,4,2,6,0,0,6,0
2025,10,JANGAON,JANGAON,Tharigoppula,2101166,Bothalaparre-II,2,0,2,0,0,1,0,0,1,0
2025,10,JANGAON,JANGAON,Tharigoppula,2101247,Jalbai Thanda,1,0,1,0,0,2,0,2,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Chinthalapet,1406011,V Ward,7,0,0,7,0,6,1,0,2,3
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401046,Jogyathanda,4,0,4,0,0,0,0,0,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501118,Shanti Nagar I,7,6,0,1,0,2,2,0,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501122,Indiranagar -1,22,4,0,11,7,16,4,0,10,2
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501153,Angadi bazar,7,0,1,4,2,4,0,1,3,0
2025,10,SANGAREDDY,NARAYANKHED,Chapta - K,1706283,SCHOOL THANDA,6,0,6,0,0,0,0,0,0,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706248,GANPUR - 2,6,0,2,4,0,7,0,0,7,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412361,Veerashittipally,4,1,0,3,0,0,0,0,0,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412376,Hajilpur.Thanda,3,0,3,0,0,1,0,1,0,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412311,Rudraram-1,4,2,0,2,0,4,4,0,0,0
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706047,Chinna Mubarakpoor,2,1,0,0,1,6,2,0,4,0
2025,10,SANGAREDDY,NARAYANKHED,Narayankhed,1706183,Ryakal - 3,2,0,0,1,1,5,0,0,4,1
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706398,CHANDER THANDA,3,0,3,0,0,0,0,0,0,0
2025,10,MEDAK,RAMAYAMPET,Narsingi,1708270,Kashi Thanda,3,0,1,2,0,1,0,0,0,1
2025,10,SANGAREDDY,NARAYANKHED,Wasar,1706384,SANGAM THANDA,3,0,1,2,0,1,0,0,1,0
2025,10,KAMAREDDY,MADNOOR,Pulkkal,1807127,Banda Renjal-2,6,0,0,5,1,3,0,0,1,2
2025,10,RANGAREDDY,IBRAHIMPATANAM,Manchal,1504060,Manchala-3,2,0,0,1,1,7,0,0,7,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016082,Narsimlapally,0,0,0,0,0,3,0,0,3,0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2114032,Old raipura,15,0,0,14,1,1,0,0,1,0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304087,Gottimukkala-I,0,0,0,0,0,4,0,1,3,0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304323,SEETHARAM THANDA,0,0,0,0,0,0,0,0,0,0
2025,10,MEDAK,RAMAYAMPET,Shankarampet (R),1708220,Chandampet III,2,0,0,2,0,3,0,0,1,2
2025,10,NALGONDA,DEVARAKONDA,THELDEVARAPALLY,2304187,Devarcharla,0,0,0,0,0,0,0,0,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501053,IN Nagar I,6,2,0,3,1,6,2,1,3,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Malkajgiri,1501171,Upperguda (ward no-21),13,3,8,1,1,1,1,0,0,0
2025,10,VIKARABAD,KODANGAL,Thunkimetla,1409234,Pulzanaik thanda,2,0,2,0,0,0,0,0,0,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Madhapoor,2301096,Kevula thanda,4,0,4,0,0,1,0,1,0,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401113,Mannanoor-I,3,0,2,1,0,7,0,5,2,0
2025,10,MAHABUBNAGAR,DEVERAKADRA,Amisthapur,1407179,AMISTHAPUR-1,9,1,0,6,2,4,0,0,2,2
2025,10,JANGAON,JANGAON,Lingampally,2101198,Nagireddypally - II,4,0,0,2,2,2,0,0,1,1
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317058,Piklythanda,8,1,7,0,0,4,0,4,0,0
2025,10,RANGAREDDY,AMANGAL,Akuthotapally,1402049,Seetharamnagar(T),2,0,2,0,0,2,0,2,0,0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317275,Vallya thanda,7,0,7,0,0,1,0,1,0,0
2025,10,MAHABUBNAGAR,DEVERAKADRA,Nagaram,1403168,Pedda Rajamoor,3,1,0,2,0,1,1,0,0,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603116,Shankeshwar bazar,5,3,1,1,0,3,2,0,1,0
2025,10,SURYAPET,CHIVEMLA,Tallasingaram,2318208,Regadi Thanda,1,0,1,0,0,3,0,3,0,0
2025,10,SURYAPET,CHIVEMLA,Tallasingaram,2318211,Alugunoor,3,0,0,3,0,4,1,0,3,0
2025,10,VIKARABAD,KODANGAL,RUdraram,1409069,SANSAIPALLY,13,1,1,10,1,0,0,0,0,0
2025,10,VIKARABAD,KODANGAL,RUdraram,1409051,RUDRARAM-1,2,0,0,2,0,4,0,0,2,2
2025,10,KHAMMAM,KALLUR,Lankapally,2204163,Ramachandrapuram,5,0,3,2,0,0,0,0,0,0
2025,10,RANGAREDDY,AMANGAL,Arkapally,1402214,Palgu thanda,1,0,1,0,0,0,0,0,0,0
2025,10,HYDERABAD,CHARMINAR,Gowlipura,1603027,Ambica nagar,12,2,1,9,0,0,0,0,0,0
2025,10,JANGAON,JANGAON,Bachannapeta,2101168,Bachannapet -II,8,7,1,0,0,5,4,0,1,0
2025,10,JANGAON,JANGAON,Bachannapeta,2101259,VSR Nagar,2,0,1,0,1,2,0,1,1,0
2025,10,JANGAON,JANGAON,Lingampally,2101261,Salvapur-II,7,0,1,6,0,2,1,0,1,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Bondugula,2301175,Parupally,5,1,0,3,1,5,2,0,3,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Bondugula,2301177,Kurraram,6,1,0,4,1,5,0,0,5,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603127,Jawahar nagar,1,0,0,0,1,0,0,0,0,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603129,Madannapet,10,4,0,5,1,1,1,0,0,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603136,Vishnu nagar,12,4,6,1,1,2,1,1,0,0
2025,10,RANGAREDDY,AMANGAL,Akuthotapally,1402020,Akuthotapally-I,5,4,0,1,0,0,0,0,0,0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317053,Chivemla-I,9,8,0,1,0,8,7,0,1,0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317060,Rajuthanda,7,0,5,0,2,0,0,0,0,0
2025,10,SURYAPET,CHIVEMLA,Aipoor,2317251,Dacharam,7,1,0,4,2,3,0,0,3,0
2025,10,SURYAPET,CHIVEMLA,Aipoor,2317253,R Tettikuntathanda,2,0,2,0,0,0,0,0,0,0
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603206,Salala,15,0,1,3,11,2,0,0,0,2
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603236,Salala-II,9,0,0,1,8,1,0,0,0,1
2025,10,HYDERABAD,CHARMINAR,Hafeez bab,1603229,H.B.nagar-AI,6,0,0,0,6,2,0,0,0,2
2025,10,RANGAREDDY,AMANGAL,Arkapally,1402113,Kashyagudam,1,0,0,1,0,0,0,0,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),B C Colony,1405262,Dhoudhar pally-2,9,2,0,7,0,3,1,0,2,0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706088,Mukundha thanda - I,2,0,2,0,0,0,0,0,0,0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706386,DEGULWADI THANDA,3,0,3,0,0,1,0,1,0,0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302111,Indiriyala-I,7,4,0,3,0,2,2,0,0,0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302113,Markandeyanagar,3,0,0,1,2,2,0,0,1,1
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302118,Jagathpally-I,2,0,0,2,0,2,0,0,1,1
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Pochampally,2302120,Indiriyala-II,3,0,0,3,0,2,0,0,2,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807053,Kande Balloor,8,2,0,3,3,6,2,0,4,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807123,Mylar,5,1,0,1,3,0,0,0,0,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807153,K Kallali Tanda,6,2,3,1,0,1,0,0,1,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706079,Jamgi K,6,4,0,2,0,3,1,0,2,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706086,Chapta - B -1,9,6,3,0,0,1,0,1,0,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706279,Thadkal - IV,10,0,0,6,4,4,0,0,2,2
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302018,Ghousenagar,8,3,0,4,1,1,0,0,1,0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Nanamdanam,2302020,Ramachandrapuram,3,1,0,1,1,2,0,0,1,1
2025,10,SANGAREDDY,NARAYANKHED,Narayankhed,1706179,Nehrunagar (NKD),12,0,0,5,7,3,0,0,2,1
2025,10,KAMAREDDY,MADNOOR,Pulkkal,1807130,Gunde Namli,6,0,0,5,1,5,0,0,4,1
2025,10,MEDAK,RAMAYAMPET,Kukunoor,1708158,Yedhulapally,13,4,0,9,0,3,0,0,3,0
2025,10,SANGAREDDY,NARAYANKHED,Thurkawadagam,1706379,HOBYA THANDA,1,0,1,0,0,0,0,0,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2001158,Errabelly-3,3,0,1,2,0,2,0,2,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2104123,Veleru-2,4,0,0,4,0,1,0,0,1,0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504012,Polakampally-2,8,1,0,6,1,3,0,0,3,0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504144,Manneguda,2,0,0,0,2,4,1,0,3,0
2025,10,MEDAK,RAMAYAMPET,Chegunta,1708039,Rukmapur,10,4,0,6,0,6,2,1,3,0
2025,10,KAMAREDDY,MADNOOR,Dongly,1807176,Vadi,0,0,0,0,0,0,0,0,0,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016066,Boinpally-1,4,0,0,4,0,1,0,0,1,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016080,Malkapur,5,0,0,5,0,5,2,0,3,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Malkapur,1412228,Malkapur-3,5,1,0,4,0,5,1,0,2,2
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Malkapur,1412428,Vardanpally Tanda,0,0,0,0,0,0,0,0,0,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807158,Ladegaon-2,4,2,0,0,2,5,1,0,4,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706249,Gandhinagar,9,4,0,1,4,3,0,0,1,2
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kakarlapad,1412360,Kondapur-2,9,1,0,8,0,5,0,0,5,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706381,JAMGI (B) THANDA,5,0,5,0,0,2,0,2,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Darga,2106009,Rampeta,5,0,0,5,0,6,0,0,5,1
2025,10,HANMAKONDA,HANAMKONDA (U),Darga,2106213,Battupalli,9,2,0,7,0,10,1,0,9,0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Julur,2302132,Dhothigudem,5,2,0,3,0,5,0,0,5,0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2116138,Yadavanagar,7,0,0,7,0,5,0,0,5,0
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109462,Mecharajapally BC-1,5,0,0,5,0,6,0,0,5,1
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109464,Badavath Lakhpathi Thanda,7,0,7,0,0,0,0,0,0,0
2025,10,KAMAREDDY,YELLAREDDY,Gandhari,1810174,Gurjaal Tanda-II,12,0,0,12,0,11,1,0,10,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109011,Sakriya Thanda,5,0,5,0,0,3,0,3,0,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109013,Somla Thanda,4,0,4,0,0,3,0,3,0,0
2025,10,NIZAMABAD,BODHAN,Rakasipet,1804007,OWC Nagar,20,0,0,1,19,28,0,0,4,24
2025,10,NIZAMABAD,BODHAN,Rakasipet,1804009,M A Nagar-2,28,0,0,5,23,8,0,0,1,7
2025,10,SIDDIPET,SIDDIPET,Chinnakodur,1710151,SHELUKALAPALLY,3,2,0,1,0,1,0,0,1,0
2025,10,SIDDIPET,SIDDIPET,Chinnakodur,1710153,KOCHAGUTTAPALLY,1,1,0,0,0,1,1,0,0,0
2025,10,ADILABAD,JAINAD,Bela,1901207,KHOGDUR-I,4,1,0,3,0,5,1,2,2,0
2025,10,ADILABAD,JAINAD,Bela,1901209,Mangrud,7,1,2,3,1,0,0,0,0,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Alli Gudem,2211157,Isukamedi,1,0,1,0,0,1,0,1,0,0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810176,Moulankhed,4,0,0,4,0,2,0,0,2,0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810023,Rudraram-II,3,0,0,3,0,7,0,0,7,0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810025,Meesanpally,4,0,0,2,2,4,1,0,3,0
2025,10,KAMAREDDY,YELLAREDDY,Ylr_Mathamal,1810225,Ramulunayak Tanda,1,0,1,0,0,0,0,0,0,0
2025,10,ADILABAD,JAINAD,Mediguda,1901258,Kamta,4,1,0,3,0,0,0,0,0,0
2025,10,NIZAMABAD,BODHAN,Shakar Nagar,1804309,Shakkarnagar Railway Station,14,1,2,7,4,6,1,0,5,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401111,Ganugapenta,1,0,1,0,0,0,0,0,0,0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103003,Besthawada - I,4,0,1,3,0,5,0,0,5,0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2001038,Errabelly-2,3,2,0,1,0,8,3,0,5,0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103068,Ramannagudem - II,5,0,0,5,0,4,0,2,2,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Nampalli,2016214,CHEERLAVANCHA R&R Colony-4,6,4,0,2,0,6,4,0,2,0
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2114035,Kakatiya Cly,9,2,0,7,0,6,0,0,6,0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304019,Parshya Thanda,1,0,1,0,0,0,0,0,0,0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Ibrahimpatnam,1504013,Rayapole-1,8,5,0,3,0,7,1,1,5,0
2025,10,SANGAREDDY,NARAYANKHED,Kangti,1706266,Kangti - V,7,7,0,0,0,8,7,1,0,0
2025,10,MEDAK,RAMAYAMPET,Chegunta,1708038,Reddypally,6,3,0,3,0,7,2,0,5,0
2025,10,MEDAK,RAMAYAMPET,Gavvalapally,1708052,Kajapur,6,3,0,1,2,2,1,0,0,1
2025,10,SANGAREDDY,NARAYANKHED,Erakpally,1706366,BHEEMLA THANDA,2,0,2,0,0,0,0,0,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Somidi,2116107,Somidi (Old H Wada),4,0,1,3,0,7,1,0,5,1
2025,10,MEDAK,RAMAYAMPET,Akkannapet,1708187,Laxmapur II,8,0,0,8,0,10,1,0,9,0
2025,10,HANMAKONDA,HANAMKONDA (U),Dharmasagar,2104089,Rapakapalli-2,1,0,0,1,0,5,0,1,4,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Boinpalli,2016100,Desaipally,4,0,0,2,2,0,0,0,0,0
2025,10,SANGAREDDY,NARAYANKHED,Thadkal,1706080,Banswada,5,3,0,2,0,3,2,0,1,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kodur,1407178,IPPALAPALLY-2,2,0,0,2,0,2,0,0,2,0
2025,10,JANGAON,KODAKANDLA,Kodakandla,2108048,Rangapuram-II,1,1,0,0,0,2,2,0,0,0
2025,10,JANGAON,KODAKANDLA,Kodakandla,2108169,Edunuthula-IV,0,0,0,0,0,2,2,0,0,0
2025,10,JANGAON,KODAKANDLA,Kodakandla,2108183,Kadagutta Thanda,7,0,7,0,0,3,0,3,0,0
2025,10,SANGAREDDY,SADASIVAPET,Budera,1709174,Tatipally - III,4,4,0,0,0,6,6,0,0,0
2025,10,VIKARABAD,TANDUR,Peddemul,1510093,SIDANAMADUGU TANDA,3,0,3,0,0,1,0,1,0,0
2025,10,VIKARABAD,TANDUR,Peddemul,1510279,Ramsingh Tanda,0,0,0,0,0,0,0,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307064,Laxmipuram-2,4,2,1,0,1,1,1,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307078,Rayinipalem-1,4,2,0,2,0,1,0,0,0,1
2025,10,HANMAKONDA,PARKAL,Parkal,2113199,Seetharampur - III,5,0,0,4,1,5,0,0,4,1
2025,10,JANGAON,KODAKANDLA,Chinnamadur,2108134,Daravath Thanda,0,0,0,0,0,0,0,0,0,0
2025,10,KAMAREDDY,DOMAKONDA,Machareddy,1805188,Lachapet-3,7,0,0,3,4,6,0,0,2,4
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Valigonda,2315066,Kerchupally,3,0,0,2,1,2,0,0,1,1
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Valigonda,2315101,Pahilwanpuram,7,2,1,3,1,3,0,0,2,1
2025,10,NAGARKURNOOL,KOLLAPUR,Kollapur,1410072,Kollapur-VI,0,0,0,0,0,2,0,0,2,0
2025,10,JANGAON,KODAKANDLA,Eeravennu,2108083,Shathapuram-II,3,2,1,0,0,2,1,0,1,0
2025,10,NAGARKURNOOL,KOLLAPUR,Singotam,1410021,Chinthalpally - 1,7,7,0,0,0,5,5,0,0,0
2025,10,HANMAKONDA,PARKAL,Damera,2106062,Kogilvai II,4,0,0,4,0,2,0,0,2,0
2025,10,NARAYANPET,MAKTHAL,Karni,1414030,Karni-IV,4,4,0,0,0,1,0,1,0,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401081,Amrabad-IV,4,0,0,0,4,2,0,0,0,2
2025,10,NARAYANPET,MAKTHAL,Manthangode,1414082,Katrev pally I,6,0,0,5,1,6,0,0,5,1
2025,10,KAMAREDDY,DOMAKONDA,Machareddy,1805185,Brahmanpally Tanda,0,0,0,0,0,1,0,1,0,0
2025,10,HANMAKONDA,PARKAL,Oorugonda,2106145,Oorugonda IV,0,0,0,0,0,3,0,0,3,0
2025,10,HANMAKONDA,PARKAL,Oorugonda,2106128,Dhamannapeta,5,0,0,3,2,0,0,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),ANNARAM,2307212,Chakram Thanda,0,0,0,0,0,1,0,1,0,0
2025,10,NAGARKURNOOL,KOLLAPUR,Sathapur,1417189,Narayanapally,7,2,0,5,0,3,2,0,1,0
2025,10,NAGARKURNOOL,KOLLAPUR,Sathapur,1417222,Vedukarao pally Tanda,2,0,2,0,0,0,0,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307079,Rayinipalem-2,5,0,0,4,1,0,0,0,0,0
2025,10,HANMAKONDA,PARKAL,Pathipaka,2113165,Pattipaka - III,7,7,0,0,0,2,1,0,0,1
2025,10,NAGARKURNOOL,KOLLAPUR,Yellor,1410152,Narlapur-II,7,0,3,4,0,1,0,0,1,0
2025,10,NAGARKURNOOL,KOLLAPUR,Kollapur,1410220,Ramapur-III,7,4,0,3,0,0,0,0,0,0
2025,10,JANGAON,KODAKANDLA,Eeravennu,2108068,Gudur-III,7,5,0,2,0,6,4,0,2,0
2025,10,NAGARKURNOOL,KOLLAPUR,Singotam,1410020,Chukkaipally-II,14,8,1,5,0,1,0,0,1,0
2025,10,NARAYANPET,MAKTHAL,Karni,1414031,Chityal-I,11,0,0,11,0,5,0,0,5,0
2025,10,KAMAREDDY,DOMAKONDA,Peddamallareddy,1805168,Peddamallareddy-4,5,5,0,0,0,4,4,0,0,0
2025,10,KAMAREDDY,DOMAKONDA,Peddamallareddy,1805171,Bakka Tanda,3,0,0,3,0,2,0,0,2,0
2025,10,KAMAREDDY,DOMAKONDA,Palwancha,1805103,Fareedpet-2,10,6,1,3,0,4,3,0,1,0
2025,10,YADADRI-BHUVANGIRI,ALAIR (R),Bondugula,2301181,Singaram-2,17,2,0,13,2,1,0,0,1,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401096,Padara-I,12,0,0,12,0,0,0,0,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Korremula,1503125,Kachivani Singaram - II,9,0,0,7,2,5,0,1,2,2
2025,10,RANGAREDDY,AMANGAL,Amangal,1402014,Meddigadda(T)-II,1,0,1,0,0,4,0,4,0,0
2025,10,HYDERABAD,CHARMINAR,Gowlipura,1603034,Hanuman nagar,9,0,2,6,1,12,0,0,12,0
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603248,Mohammed nagar-I,14,0,0,0,14,7,0,0,0,7
2025,10,SURYAPET,CHIVEMLA,Mothey,2317122,Gopathanda,3,0,3,0,0,3,0,3,0,0
2025,10,VIKARABAD,KODANGAL,RUdraram,1409052,RUDRARAM-2,9,1,0,7,1,4,0,0,4,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Alwal,1501018,Machabollaram III,4,2,0,1,1,1,0,0,1,0
2025,10,KHAMMAM,KALLUR,Peruvancha,2204028,Korlagudem-1,4,2,0,2,0,2,2,0,0,0
2025,10,KHAMMAM,KALLUR,Peruvancha,2204031,Khankhanpeta-1,3,0,0,2,1,2,1,0,0,1
2025,10,KHAMMAM,KALLUR,Lankapally,2204164,Mandalapadu-1,4,4,0,0,0,3,3,0,0,0
2025,10,JANGAON,JANGAON,Jangaon (U),2107014,Kurma wada,8,0,2,6,0,4,1,0,3,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Gonpad,1406111,Venkampeta,4,1,0,2,1,3,1,0,2,0
2025,10,WANAPARTHY,ATMAKUR,Kothakota,1419194,Kanemetta-3,2,0,0,1,1,1,0,0,1,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603115,Pochamma basthi,3,0,1,1,1,0,0,0,0,0
2025,10,HYDERABAD,CHARMINAR,Saidabad,1603133,Srisai nagar,7,3,1,3,0,3,1,0,2,0
2025,10,SURYAPET,CHIVEMLA,Chivemla,2317072,Sangonithanda,3,0,3,0,0,0,0,0,0,0
