Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_PW,Tot_SC_PW,Tot_ST_PW,Tot_BC_PW,Tot_OC_PW,Tot_LW,Tot_SC_LW,Tot_ST_LW,Tot_BC_LW,Tot_OC_LW
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,Hasmathpet,1513127,Deen dayal nager,16,1,1,7,7,4,0,0,2,2
2025,10,JOGULAMBA-GADWAL,MANOPADU,Linganvai,1416063,Bukkapur-II,2,1,0,1,0,2,1,0,1,0
2025,10,SIDDIPET,GAJWEL,Wargal,1702345,Madaram,3,3,0,0,0,6,4,0,2,0
2025,10,SIDDIPET,GAJWEL,Wargal,1702311,Wargal-IV,12,6,2,4,0,9,4,2,3,0
2025,10,SANGAREDDY,ZAHEERABAD,Mogudampal,1711054,Mogudampally-II,8,0,0,8,0,8,1,0,5,2
2025,10,SANGAREDDY,ZAHEERABAD,Jharasanga,1711169,Edulapally-I,7,0,0,5,2,1,0,0,1,0
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Anthargam,2012061,MADDIRYALA,5,0,0,4,1,3,0,0,3,0
2025,10,NIZAMABAD,NIZAMABAD (U),Nyalkal,1809054,Nyalkal-2,13,0,1,11,1,4,0,0,3,1
2025,10,JAYASHANKAR-BHUPALAPALLI,MAHADEVPUR,GANGARAM,2008100,Damerakunta - 3,2,2,0,0,0,2,2,0,0,0
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Rammandir,2013065,Swathanthra Chowk Area -1,6,0,0,4,2,5,1,0,4,0
2025,10,MULUGU,TADVAI,TADVAI,2103028,Madaram - I,5,0,5,0,0,0,0,0,0,0
2025,10,MULUGU,TADVAI,TADVAI,2103062,Kannepally,0,0,0,0,0,0,0,0,0,0
2025,10,NIRMAL,MUDHOLE,MUDHOLE,1911002,Mudhole II,8,0,0,8,0,5,0,0,5,0
2025,10,BHADRADRI-KOTHAGUDEM,DAMMAPETA,Nagupally,2216106,Sriramapuram,3,0,0,0,3,0,0,0,0,0
2025,10,MANCHERIAL,LUXETTIPET,Dandepalle,1909028,Vandurguda,0,0,0,0,0,0,0,0,0,0
2025,10,JAYASHANKAR-BHUPALAPALLI,MAHADEVPUR,YAMANPALLY,2008134,Boggulapally,0,0,0,0,0,4,0,4,0,0
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Alluru,2013133,Mathangi Colony-4,4,1,0,3,0,2,1,0,0,1
2025,10,MEDAK,MEDAK,Machavaram,1704037,Peroor - I,3,0,0,3,0,0,0,0,0,0
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Mailerdevpally,1509014,GaneshNagar,6,1,0,5,0,5,0,0,4,1
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Bachpalle,1507065,Maheshwaram,5,4,0,1,0,5,4,0,1,0
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Bachpalle,1507072,Nijampet - I,0,0,0,0,0,0,0,0,0,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,sarapaka,2203241,Tallagommuru -Ii,6,0,1,5,0,2,0,0,2,0
2025,10,HANMAKONDA,BHEEMADEVARA PALLY,Kamalapur,2004195,Uppal-4,5,0,0,5,0,3,0,0,3,0
2025,10,HANMAKONDA,BHEEMADEVARA PALLY,Kamalapur,2004202,Kamalapur-6,5,1,1,3,0,3,2,0,1,0
2025,10,HANMAKONDA,BHEEMADEVARA PALLY,Bheemaram,2106248,Bheemaram- IV,4,2,0,2,0,6,0,1,3,2
2025,10,NIZAMABAD,ARMOOR,Donkeshwar,1801037,Donkeshwar -3,5,1,1,3,0,2,0,0,2,0
2025,10,MEDAK,ALLADURG,Yellupet,1704307,Yellampally Tanda,1,0,1,0,0,0,0,0,0,0
2025,10,MEDAK,ALLADURG,Yellupet,1704314,Nallakunta Tanda,6,0,6,0,0,1,0,1,0,0
2025,10,RAJANNA-SIRICILLA,SIRICILLA,Jillella,2014055,RAMANNAPELLI,7,0,0,5,2,6,0,0,6,0
2025,10,RAJANNA-SIRICILLA,SIRICILLA,Jillella,2014064,JILLELLA -1,4,0,0,2,2,0,0,0,0,0
2025,10,KAMAREDDY,BANSWADA,Chinnakodapgal,1802209,KORANPALLY-THANDA,2,0,2,0,0,3,0,3,0,0
2025,10,NIRMAL,BHAINSA,Pardi B,1911341,Bakout,2,0,0,2,0,0,0,0,0,0
2025,10,PEDDAPALLI,MANTHANI,MUTTARAM,2010020,SHALAGUNDLAPALLY,1,0,0,1,0,0,0,0,0,0
2025,10,HANMAKONDA,BHEEMADEVARA PALLY,Ambala,2004204,Nerella-2,2,1,0,1,0,1,0,0,1,0
2025,10,MEDAK,ALLADURG,Tekmal,1704216,Tekmal - II,5,0,0,4,1,3,0,0,3,0
2025,10,KAMAREDDY,KAMAREDDY,CHINNAMALL,1806032,Chinnamallareddy-7,8,0,0,2,6,1,0,0,1,0
2025,10,MAHABUBNAGAR,MAHBUBNAGAR (U),NANCHERLA,1508265,Chennaipally ,2,0,0,1,1,1,0,0,1,0
2025,10,MAHABUBNAGAR,MAHBUBNAGAR (U),NANCHERLA,1508314,Nancherlgate,3,0,0,3,0,4,0,0,4,0
2025,10,KARIMNAGAR,HUZURABAD,Kandugula,2004025,Kanukulagidda,9,1,0,7,1,1,0,0,1,0
2025,10,KARIMNAGAR,HUZURABAD,Kandugula,2004023,Kandugula-2,6,0,0,6,0,3,0,0,1,2
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,mallelamadugu,2203418,Nellipaka-2	 ,2,0,0,2,0,1,0,0,1,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,mallelamadugu,2203420,Mallelamadugu-3	 ,0,0,0,0,0,3,1,2,0,0
2025,10,MEDAK,MEDAK,Rangampet,1704086,Rangampet - IV,5,2,1,2,0,7,0,1,6,0
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Bachpalle,1507063,Shanbipur,1,0,0,1,0,3,0,0,2,1
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Raidurgham,1513079,Chinna Anajaiah Nagar,5,0,0,3,2,4,1,0,1,2
2025,10,MEDAK,MEDAK,Pathoor,1704286,Pathur-II,5,0,0,5,0,7,0,0,7,0
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Raidurgham,1513009,Anjaiah Nagar I,5,1,1,2,1,7,1,1,5,0
2025,10,SIDDIPET,HUSNABAD,KOHEDA,2003104,Koheda-I,2,0,0,2,0,2,0,0,1,1
2025,10,HYDERABAD,NAMPALLY,NAMPALLY,1605014,Laltaleem,3,0,0,2,1,4,0,0,4,0
2025,10,HYDERABAD,NAMPALLY,NAMPALLY,1605063,Gowli Wada,0,0,0,0,0,7,4,0,3,0
2025,10,HYDERABAD,NAMPALLY,NAMPALLY,1605065,Ambedkar Nagar,7,5,0,1,1,2,1,0,1,0
2025,10,SIDDIPET,HUSNABAD,BEGAMPET,2006197,Laxmipur ,2,0,0,0,2,5,1,0,2,2
2025,10,MEDAK,MEDAK,Nagarapanchayiti-I,1704235,Kummarigally - III,4,0,0,3,1,3,0,0,2,1
2025,10,MEDAK,RAMAYAMPET,Gavvalapally,1708218,Gajagatlapalli II,6,0,0,6,0,6,0,0,5,1
2025,10,JANGAON,JANGAON,Nawabpet,2107178,Patelgudem 2,3,0,0,3,0,4,0,0,4,0
2025,10,JANGAON,JANGAON,Nawabpet,2107192,Nellutla (R T C),6,1,1,2,2,1,1,0,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406072,23rd Ward - I,4,0,0,4,0,5,0,0,5,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Ramnagar,1406079,24th Ward - V,0,0,0,0,0,2,0,0,2,0
2025,10,VIKARABAD,KODANGAL,Balampet,1409223,SALEEMPUR,1,1,0,0,0,0,0,0,0,0
2025,10,VIKARABAD,KODANGAL,Balampet,1409237,Bangla Thanda,0,0,0,0,0,0,0,0,0,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Ghatkesar,1503147,Ghatkesar - I,8,3,1,0,4,6,2,0,2,2
2025,10,JANGAON,JANGAON,Narmetta,2101137,Machupahad - I,5,1,0,4,0,3,0,0,3,0
2025,10,KHAMMAM,KALLUR,Chinnakorukondi,2204060,P K Kondi-3,2,2,0,0,0,4,4,0,0,0
2025,10,KHAMMAM,KALLUR,Chinnakorukondi,2204067,Pochavaram,8,5,0,2,1,2,1,0,0,1
2025,10,NALGONDA,NAKREKAL,Cherkupally,2311027,Bheemaram - III,6,0,0,6,0,6,0,0,6,0
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Alwal,1501007,Gollaguda,9,5,0,3,1,5,4,0,0,1
2025,10,SURYAPET,CHIVEMLA,Mothey,2317129,M P Thanda,1,0,1,0,0,1,0,1,0,0
2025,10,HYDERABAD,CHARMINAR,Bandlaguda,1603012,Harjana basthi,6,4,0,0,2,2,0,0,0,2
2025,10,MEDCHAL - MALKAJIGIRI,ALWAL,Uppal,1501114,Beerappagadda-II (ward no-7),9,5,0,3,1,19,9,2,8,0
2025,10,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401042,Kistathanda,7,0,7,0,0,1,0,1,0,0
2025,10,JOGULAMBA-GADWAL,GADWAL(U),Daroor,1405293,KOTHAPALEM-II,3,0,0,3,0,1,0,0,1,0
2025,10,JOGULAMBA-GADWAL,MANOPADU,Linganvai,1416074,Linganvai-II,11,11,0,0,0,1,1,0,0,0
2025,10,RANGAREDDY,MAHESHWARAM,Nedunur,1505075,Panthulya Thanda,2,0,2,0,0,2,0,2,0,0
2025,10,RANGAREDDY,MAHESHWARAM,Nedunur,1505109,Peddamma Thanda-1,6,0,6,0,0,4,0,4,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Darga,2114122,Shasthrinagar,1,0,0,1,0,5,1,0,4,0
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Julur,2302127,Peddagudem,8,1,0,7,0,6,1,0,3,2
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Julur,2302136,Kanumukula,5,1,0,3,1,1,1,0,0,0
2025,10,NALGONDA,DEVARAKONDA,MUDIGONDA,2304076,Seethya Thanda,3,0,3,0,0,2,0,2,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Waddepalli,2114113,Old Bus depo-2,15,2,3,10,0,8,2,0,6,0
2025,10,HANMAKONDA,HANAMKONDA (U),Waddepalli,2116117,Kapur Thanda,12,1,2,7,2,11,2,1,8,0
2025,10,HANMAKONDA,HANAMKONDA (U),Waddepalli,2114020,Laskarsingaram -1,7,2,1,1,3,6,5,0,0,1
2025,10,YADADRI-BHUVANGIRI,BHUVANGIRI (R),Bollepally,2302029,Bommaipally,7,1,0,6,0,9,4,0,5,0
2025,10,MAHABUBABAD ,GUDUR,Pegadapalli,2105230,Ippavanigumpu,2,0,2,0,0,0,0,0,0,0
2025,10,KAMAREDDY,MADNOOR,Bichkunda,1807044,Hasgul-2,11,0,0,6,5,4,0,0,1,3
2025,10,RANGAREDDY,IBRAHIMPATANAM,Rangapuram,1504075,Chankanguda,3,1,0,2,0,0,0,0,0,0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Rangapuram,1504084,Sathythanda,7,0,7,0,0,3,0,3,0,0
2025,10,SANGAREDDY,NARAYANKHED,Manoor,1706163,Dosapally,2,0,0,2,0,1,0,0,1,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Rudrangi,1803304,Addalura T,3,0,3,0,0,2,0,2,0,0
2025,10,KAMAREDDY,MADNOOR,Bichkunda,1807014,Bichkunda-8,9,0,0,8,1,4,0,0,3,1
2025,10,MEDAK,RAMAYAMPET,Ramayampet,1708164,Ramayampet - VII,7,7,0,0,0,4,4,0,0,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Dharmaram,2016138,Nizamabad-2,6,1,0,5,0,4,1,0,2,1
2025,10,RANGAREDDY,IBRAHIMPATANAM,Yacharam,1504153,Bashmoni Guda,2,0,0,1,1,1,0,0,0,1
2025,10,SIDDIPET,DUBBAK,Doulthabad,1702195,S Bandaram-II,2,2,0,0,0,1,1,0,0,0
2025,10,NALGONDA,DEVARAKONDA,THURPUPALLY,2304381,Kukkuduchetu Thanda,0,0,0,0,0,0,0,0,0,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,sarapaka,2203001,Burgumpahad-I,7,5,0,1,1,0,0,0,0,0
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Raidurgham,1513026,Sriramnagar I,6,0,0,5,1,0,0,0,0,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,sarapaka,2203388,Conductors Colony	 ,5,0,0,2,3,4,2,0,2,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,sarapaka,2203401,Eravendi pi Kothuru,4,0,3,0,1,0,0,0,0,0
2025,10,MEDAK,MEDAK,Pathoor,1704203,M Boopathipur,5,0,0,5,0,2,0,0,2,0
2025,10,MEDAK,MEDAK,Pathoor,1704284,Rainpally-II,4,0,0,4,0,3,0,0,3,0
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Raidurgham,1513011,Siddique nagar I,7,0,1,2,4,2,0,0,0,2
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Raidurgham,1513013,Vadderabasthi,10,3,0,6,1,6,1,0,5,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,sarapaka,2203335,Iravendi Kothuru	 ,3,0,3,0,0,0,0,0,0,0
2025,10,HYDERABAD,NAMPALLY,BAHADURPURA III,1605146,Bondi Adda,4,0,0,2,2,1,0,0,0,1
2025,10,SIDDIPET,HUSNABAD,KOHEDA,2003136,Jyothiramtanda,2,0,2,0,0,1,0,0,1,0
2025,10,SIDDIPET,HUSNABAD,KOHEDA,2003170,Baswapoor-iii,1,0,0,1,0,2,0,0,2,0
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Aliyabad,1507212,Laxmapur-II,5,1,0,4,0,13,0,0,10,3
2025,10,NIZAMABAD,ARMOOR,Pipri,1801137,Maggidi-1,10,0,0,8,2,2,0,0,2,0
2025,10,MEDAK,ALLADURG,Tekmal,1704316,Salmankunta Tanda,6,0,6,0,0,0,0,0,0,0
2025,10,SANGAREDDY,JOGIPET,Dakur,1703035,Pothireddipally-II,10,0,0,10,0,3,0,0,3,0
2025,10,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Kodavatancha,2113127,Lingala - I,1,0,0,1,0,3,0,0,3,0
2025,10,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Kodavatancha,2113136,Nagurlapally,3,1,0,1,1,2,1,0,1,0
2025,10,SANGAREDDY,JOGIPET,Dakur,1703044,Dakur-V,7,0,0,7,0,7,0,0,7,0
2025,10,MAHABUBABAD ,GUDUR,MATTEWADA,2105046,Kongaragidda,3,0,3,0,0,1,0,1,0,0
2025,10,MAHABUBABAD ,GUDUR,MATTEWADA,2105048,Matwada-II,3,0,3,0,0,0,0,0,0,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Konaraopeta,2016129,Govinda raopeta thanda,4,0,4,0,0,0,0,0,0,0
2025,10,MAHABUBABAD ,GUDUR,Gundenga,2105239,Bukyadevithanda,1,0,1,0,0,1,0,1,0,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Konaraopeta,2016127,Mamidipally-3,8,0,0,8,0,4,0,0,4,0
2025,10,HANMAKONDA,HANAMKONDA (U),Panthini,2115008,Nandanam-2,8,2,0,6,0,4,1,0,2,1
2025,10,SIDDIPET,DUBBAK,Mirdoddi,1701063,Andey-II,9,0,0,9,0,7,0,0,6,1
2025,10,SIDDIPET,DUBBAK,Mirdoddi,1701065,Alwal-I,4,1,0,2,1,2,0,0,2,0
2025,10,SANGAREDDY,NARAYANKHED,Manoor,1706109,Thornal,3,0,0,3,0,5,1,0,3,1
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Nampalli,2016034,Marupaka-2,9,2,0,7,0,4,2,0,2,0
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Nampalli,2016036,Thettakunta,6,1,0,5,0,4,3,0,0,1
2025,10,HANMAKONDA,HANAMKONDA (U),Raipura,2114029,Enugulagadda,11,1,0,10,0,5,0,0,5,0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103001,Nandamuri Nagar,1,0,0,1,0,2,2,0,0,0
2025,10,MULUGU,ETURUNAGARAM (T),AKULAVARI GHANPUR,2103205,Odawada - II,4,0,1,3,0,2,0,0,2,0
2025,10,SANGAREDDY,NARAYANKHED,Chapta - K,1706282,SHIVARSANDU THANDA,1,0,1,0,0,0,0,0,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Velair,2104124,Veleru-3,2,1,0,0,1,1,0,0,1,0
2025,10,SIDDIPET,DUBBAK,Thoguta,1701101,Kangal-I,3,3,0,0,0,3,1,0,2,0
2025,10,HANMAKONDA,PARKAL,Damera,2106110,Ladella II,4,4,0,0,0,1,1,0,0,0
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Ramannapeta,2315018,Siripuram - 1,5,2,0,3,0,10,4,1,5,0
2025,10,NARAYANPET,MAKTHAL,Maganoor,1414099,Wadwat IV,7,1,0,5,1,4,2,0,2,0
2025,10,NARAYANPET,MAKTHAL,Maganoor,1414282,Neredgum doddi,2,0,0,2,0,2,0,0,2,0
2025,10,VIKARABAD,TANDUR,Manik Nagar,1510227,Kummargally I,9,2,0,1,6,6,0,0,2,4
2025,10,SANGAREDDY,SADASIVAPET,Budera,1709108,Lonikalan,11,1,0,7,3,5,1,0,4,0
2025,10,SANGAREDDY,SADASIVAPET,Budera,1709175,Lonikalan- II,6,4,0,1,1,9,4,0,5,0
2025,10,VIKARABAD,TANDUR,Peddemul,1510078,MAREPALLY TANDA,7,0,7,0,0,2,0,2,0,0
2025,10,JANGAON,KODAKANDLA,Chinnamadur,2108182,Appireddypalli-II,3,1,0,1,1,2,0,0,2,0
2025,10,HANMAKONDA,PARKAL,Parkal,2113216,Rajipeta S C,7,2,0,4,1,3,1,0,1,1
2025,10,JANGAON,KODAKANDLA,Chinnamadur,2108135,Chintha Bai thanda,0,0,0,0,0,3,0,3,0,0
2025,10,HANMAKONDA,PARKAL,Parkal,2113012,Govt Hospital,2,0,0,2,0,5,0,0,5,0
2025,10,NAGARKURNOOL,KOLLAPUR,Kodair,1410087,Khamapur,2,2,0,0,0,0,0,0,0,0
2025,10,SANGAREDDY,ZAHEERABAD,Singitham,1711203,Peepadpally - II,7,0,0,7,0,0,0,0,0,0
2025,10,SANGAREDDY,ZAHEERABAD,Hadnur,1711237,Hadnoor -I,8,8,0,0,0,3,1,2,0,0
2025,10,SANGAREDDY,ZAHEERABAD,Hadnur,1711271,Husselly,2,1,0,1,0,5,3,0,2,0
2025,10,SANGAREDDY,ZAHEERABAD,Hadnur,1711373,Mungi tanda,3,0,3,0,0,0,0,0,0,0
2025,10,SANGAREDDY,ZAHEERABAD,Malchalma,1711088,Hothi-K-I,10,0,0,3,7,5,0,0,2,3
2025,10,NIZAMABAD,NIZAMABAD (U),Gundaram,1809339,Pangra Minority Colony,5,1,1,2,1,9,2,1,5,1
2025,10,NARAYANPET,MAKTHAL,Manthangode,1414055,Golapally-II SC,3,0,0,3,0,1,0,0,1,0
2025,10,KAMAREDDY,DOMAKONDA,Machareddy,1805093,Akkapoor-1,12,5,0,4,3,3,3,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),CHILLAPURAM,2307039,Lavoodithanda,7,0,7,0,0,3,0,3,0,0
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Ramannapeta,2315008,Kommaigudem,7,0,0,7,0,6,0,0,6,0
2025,10,NAGARKURNOOL,KOLLAPUR,Peddakothhapally,1417182,Nakkalapally,5,2,0,3,0,3,0,0,2,1
2025,10,KAMAREDDY,DOMAKONDA,Kondapoor,1806165,Gundaram Thanda-1,5,0,5,0,0,4,0,4,0,0
2025,10,NARAYANPET,MAKTHAL,Marikal,1403095,Gajulaya Tanda,4,0,4,0,0,1,0,1,0,0
2025,10,YADADRI-BHUVANGIRI,RAMANNAPET (R),Sarvel,2310145,Mukidijambaigudem,8,1,0,3,4,3,0,0,2,1
2025,10,NALGONDA,MIRYALAGUDA (U),ANNARAM,2307052,Jatrath Thanda,2,0,2,0,0,1,0,1,0,0
2025,10,HANMAKONDA,PARKAL,Oorugonda,2106121,Musthalapalli,1,1,0,0,0,2,2,0,0,0
2025,10,NALGONDA,MIRYALAGUDA (U),ALLAGADAPA,2307222,Bandathuruputhanda,0,0,0,0,0,0,0,0,0,0
2025,10,JANGAON,KODAKANDLA,Chinnamadur,2108176,Sitharampuram-III,4,0,1,3,0,1,0,0,1,0
2025,10,SIDDIPET,HUSNABAD,AKKANAPET,2003019,Gollakunta,0,0,0,0,0,0,0,0,0,0
2025,10,SIDDIPET,HUSNABAD,AKKANAPET,2003021,Akkanapet -II,5,2,1,2,0,5,0,1,4,0
2025,10,RANGAREDDY,SERILINGAMPALLY (U),Budvel,1509167,Chintalmet-1,18,2,0,0,16,11,0,0,0,11
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,kalyanapuram,2203137,Kalyanapuram,5,2,1,2,0,5,3,2,0,0
2025,10,KHAMMAM,SATTUPALLI,Sathupally,2219064,AYYAGARIPETA 8,8,0,0,6,2,0,0,0,0,0
2025,10,ADILABAD,JAINAD,Bela,1901275,BHAVANIGUDA(CH),3,0,3,0,0,5,0,5,0,0
2025,10,BHADRADRI-KOTHAGUDEM,CHANDRUGONDA,CHANDRUGONDA,2220047,Thungaram,6,0,0,5,1,3,0,1,2,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Alli Gudem,2211176,Koyagudem-I,3,0,3,0,0,1,0,1,0,0
2025,10,SIDDIPET,SIDDIPET,Raghavapur,1710083,RAGHAVAPUR-III,11,10,0,1,0,1,1,0,0,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Inugurthy,2109594,Ram Bhukya Thanda,3,0,3,0,0,1,0,1,0,0
2025,10,KUMARAMBHEEM-ASIFABAD,KAGAZNAGAR (U),Bhatupally,1907006,Balgala,3,2,0,1,0,0,0,0,0,0
2025,10,ADILABAD,JAINAD,Jainad,1901277,Karanji-B,4,0,0,4,0,6,0,0,3,3
2025,10,NIZAMABAD,BODHAN,Jankampet,1804328,Gollagudiselu,3,0,0,0,3,2,0,0,0,2
2025,10,ADILABAD,JAINAD,Jainad,1901377,Belluriguda,4,0,4,0,0,1,0,1,0,0
2025,10,MAHABUBABAD ,THORRUR,Mecharajupally,2109479,Ramanna Gudem BC-1,6,0,0,6,0,4,0,0,3,1
2025,10,KAMAREDDY,YELLAREDDY,Gdr_Neral,1810208,Lonka Tanda,1,0,1,0,0,4,0,4,0,0
2025,10,KAMAREDDY,YELLAREDDY,Gandhari,1810127,Gandhari-II,7,0,1,6,0,3,0,0,3,0
2025,10,MAHABUBABAD ,MAHABUBABAD,Indira Nagar,2109009,Venkateshwara Board-1,4,1,1,1,1,6,0,2,3,1
2025,10,KAMAREDDY,DOMAKONDA,Peddamallareddy,1805169,Peddamallareddy-2-2,21,0,0,13,8,3,0,0,3,0
2025,10,SANGAREDDY,SADASIVAPET,Munipally,1709091,Allapur,2,0,0,2,0,4,1,0,2,1
2025,10,SANGAREDDY,SADASIVAPET,Sadasivpet ,1709156,Indira Colony,8,2,0,3,3,4,0,0,3,1
2025,10,VIKARABAD,TANDUR,Gowthapur,1510011,KOTLAPUR-2,5,2,0,3,0,3,0,0,3,0
2025,10,MAHABUBABAD ,GUDUR,MATTEWADA,2105057,Gandhi thanda,6,0,6,0,0,0,0,0,0,0
2025,10,MAHABUBABAD ,GUDUR,MATTEWADA,2105143,Dorvari thmmapur,1,0,1,0,0,0,0,0,0,0
2025,10,MAHABUBABAD ,GUDUR,Gangaram,2105193,Kamaram,1,0,1,0,0,2,0,2,0,0
2025,10,MAHABUBABAD ,GUDUR,MATTEWADA,2105208,Dubbagudem (Matwada),5,0,5,0,0,0,0,0,0,0
2025,10,RANGAREDDY,IBRAHIMPATANAM,Manchal,1504146,Bugga Thanda,3,0,3,0,0,1,0,1,0,0
2025,10,SANGAREDDY,NARAYANKHED,Thurkawadagam,1706097,Ramthirth - I,4,0,1,3,0,0,0,0,0,0
2025,10,MEDAK,RAMAYAMPET,Kukunoor,1708155,Panthulapally,2,0,0,2,0,4,0,0,4,0
2025,10,HANMAKONDA,HANAMKONDA (U),Peddapindial,2104207,Dharmapuram-2,8,0,0,8,0,0,0,0,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Panthini,2115254,Chintha Kunta,1,0,0,0,1,2,0,0,0,2
2025,10,SIDDIPET,DUBBAK,Mirdoddi,1701053,Mirdoddi-II,8,6,0,2,0,7,7,0,0,0
2025,10,SIDDIPET,DUBBAK,Mirdoddi,1701067,Alwal-III,6,1,0,3,2,1,1,0,0,0
2025,10,HANMAKONDA,HANAMKONDA (U),Peddapindial,2104121,Saipeta,3,1,0,2,0,4,2,0,2,0
2025,10,SANGAREDDY,NARAYANKHED,Nizampet,1706298,RAMDHAN THANDA,4,0,4,0,0,0,0,0,0,0
2025,10,MULUGU,ETURUNAGARAM (T),CHELPAKA,2103135,Roheer - II,4,1,3,0,0,4,4,0,0,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,aswapuram,2203118,Aswapuram-1,1,0,0,1,0,3,0,0,3,0
2025,10,BHADRADRI-KOTHAGUDEM,BURGAMPAHAD (T) ,aswapuram,2203120,Aswapuram-Iii,10,1,0,9,0,6,2,0,2,2
2025,10,MEDCHAL - MALKAJIGIRI,MEDCHAL,Dundigal,1507193,Komapally-V,8,1,0,6,1,2,0,0,2,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Jainallipur,1412016,Choudaripally-1,2,2,0,0,0,2,2,0,0,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kollur,1412335,Choudur-1,3,0,0,3,0,1,0,0,1,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Kollur,1412337,Choudur-3,4,4,0,0,0,0,0,0,0,0
2025,10,KAMAREDDY,MADNOOR,Edigi,1807032,Edigi Small,6,1,0,4,1,12,4,0,7,1
2025,10,RAJANNA-SIRICILLA,VEMULAWADA,Chandurthi,2016155,Chandurthi-2,10,5,0,5,0,10,4,0,6,0
2025,10,MULUGU,ETURUNAGARAM (T),THIMMAMPETA,2117099,Balannagudem - I,7,0,6,1,0,3,0,3,0,0
2025,10,MULUGU,ETURUNAGARAM (T),THIMMAMPETA,2117101,Narsaigudem,4,0,4,0,0,0,0,0,0,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807051,Jukkal-4,4,1,0,2,1,1,0,1,0,0
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807132,Mybapoor,5,0,1,4,0,5,0,0,3,2
2025,10,KAMAREDDY,MADNOOR,Jukkal,1807151,Jukkal-5,14,1,0,6,7,0,0,0,0,0
2025,10,MULUGU,ETURUNAGARAM (T),MALLURU,2117001,Mamidigudem,7,0,6,1,0,0,0,0,0,0
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Ramchandrapur,1412216,Manikonda-2,7,0,0,7,0,4,0,0,3,1
2025,10,MAHABUBNAGAR,MAHABUBNAGAR (R),Rampur,1412286,Khajapur-1,2,1,0,1,0,1,0,0,1,0
2025,10,KAMAREDDY,MADNOOR,Wadlam,1807102,Shivapoor,5,4,0,1,0,5,2,0,3,0
